Generated by http://statistics.gov.scot,2020-09-15T08:56:14+00:00
http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries,Population Estimates (Current Geographic Boundaries)
Reference Period,2018
Age,All
Sex,All
Measure (cell values): ,Count(People)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S01009186,Braes Villages - 03,829
http://statistics.gov.scot/id/statistical-geography/S01009187,Braes Villages - 04,513
http://statistics.gov.scot/id/statistical-geography/S01009188,Braes Villages - 05,888
http://statistics.gov.scot/id/statistical-geography/S01009189,Braes Villages - 06,748
http://statistics.gov.scot/id/statistical-geography/S01010848,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 01",738
http://statistics.gov.scot/id/statistical-geography/S01010849,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 02",900
http://statistics.gov.scot/id/statistical-geography/S01010850,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 03",944
http://statistics.gov.scot/id/statistical-geography/S01010851,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 04",792
http://statistics.gov.scot/id/statistical-geography/S01010852,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 05",728
http://statistics.gov.scot/id/statistical-geography/S01010853,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 06",799
http://statistics.gov.scot/id/statistical-geography/S01010854,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 07",864
http://statistics.gov.scot/id/statistical-geography/S01010855,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 08",515
http://statistics.gov.scot/id/statistical-geography/S01006532,"Braeside, Mannofield, Broomhill and Seafield East - 01",780
http://statistics.gov.scot/id/statistical-geography/S01006533,"Braeside, Mannofield, Broomhill and Seafield East - 02",718
http://statistics.gov.scot/id/statistical-geography/S01006534,"Braeside, Mannofield, Broomhill and Seafield East - 03",981
http://statistics.gov.scot/id/statistical-geography/S01006535,"Braeside, Mannofield, Broomhill and Seafield East - 04",985
http://statistics.gov.scot/id/statistical-geography/S01006536,"Braeside, Mannofield, Broomhill and Seafield East - 05",978
http://statistics.gov.scot/id/statistical-geography/S01006542,"Braeside, Mannofield, Broomhill and Seafield North - 01",1165
http://statistics.gov.scot/id/statistical-geography/S01006543,"Braeside, Mannofield, Broomhill and Seafield North - 02",790
http://statistics.gov.scot/id/statistical-geography/S01006544,"Braeside, Mannofield, Broomhill and Seafield North - 03",1273
http://statistics.gov.scot/id/statistical-geography/S01006545,"Braeside, Mannofield, Broomhill and Seafield North - 04",1108
http://statistics.gov.scot/id/statistical-geography/S01006546,"Braeside, Mannofield, Broomhill and Seafield North - 05",608
http://statistics.gov.scot/id/statistical-geography/S01006537,"Braeside, Mannofield, Broomhill and Seafield South - 01",926
http://statistics.gov.scot/id/statistical-geography/S01006538,"Braeside, Mannofield, Broomhill and Seafield South - 02",543
http://statistics.gov.scot/id/statistical-geography/S01006539,"Braeside, Mannofield, Broomhill and Seafield South - 03",767
http://statistics.gov.scot/id/statistical-geography/S01006540,"Braeside, Mannofield, Broomhill and Seafield South - 04",908
http://statistics.gov.scot/id/statistical-geography/S01006541,"Braeside, Mannofield, Broomhill and Seafield South - 05",846
http://statistics.gov.scot/id/statistical-geography/S01010061,Braidfauld - 01,534
http://statistics.gov.scot/id/statistical-geography/S01010062,Braidfauld - 02,795
http://statistics.gov.scot/id/statistical-geography/S01010063,Braidfauld - 03,974
http://statistics.gov.scot/id/statistical-geography/S01010064,Braidfauld - 04,505
http://statistics.gov.scot/id/statistical-geography/S01010065,Braidfauld - 05,857
http://statistics.gov.scot/id/statistical-geography/S01010066,Braidfauld - 06,772
http://statistics.gov.scot/id/statistical-geography/S01010067,Braidfauld - 07,688
http://statistics.gov.scot/id/statistical-geography/S01010068,Braidfauld - 08,1435
http://statistics.gov.scot/id/statistical-geography/S01007230,Brechin East - 01,723
http://statistics.gov.scot/id/statistical-geography/S01007231,Brechin East - 02,720
http://statistics.gov.scot/id/statistical-geography/S01007232,Brechin East - 03,663
http://statistics.gov.scot/id/statistical-geography/S01007233,Brechin East - 04,689
http://statistics.gov.scot/id/statistical-geography/S01007234,Brechin East - 05,607
http://statistics.gov.scot/id/statistical-geography/S01007235,Brechin West - 01,720
http://statistics.gov.scot/id/statistical-geography/S01007236,Brechin West - 02,644
http://statistics.gov.scot/id/statistical-geography/S01007237,Brechin West - 03,694
http://statistics.gov.scot/id/statistical-geography/S01007238,Brechin West - 04,814
http://statistics.gov.scot/id/statistical-geography/S01007239,Brechin West - 05,969
http://statistics.gov.scot/id/statistical-geography/S01013250,Breich Valley - 01,885
http://statistics.gov.scot/id/statistical-geography/S01013251,Breich Valley - 02,740
http://statistics.gov.scot/id/statistical-geography/S01013252,Breich Valley - 03,612
http://statistics.gov.scot/id/statistical-geography/S01013253,Breich Valley - 04,736
http://statistics.gov.scot/id/statistical-geography/S01013254,Breich Valley - 05,633
http://statistics.gov.scot/id/statistical-geography/S01013255,Breich Valley - 06,1240
http://statistics.gov.scot/id/statistical-geography/S01013083,Bridge of Allan and University - 01,1915
http://statistics.gov.scot/id/statistical-geography/S01013084,Bridge of Allan and University - 02,745
http://statistics.gov.scot/id/statistical-geography/S01013085,Bridge of Allan and University - 03,833
http://statistics.gov.scot/id/statistical-geography/S01013086,Bridge of Allan and University - 04,1010
http://statistics.gov.scot/id/statistical-geography/S01013087,Bridge of Allan and University - 05,982
http://statistics.gov.scot/id/statistical-geography/S01013088,Bridge of Allan and University - 06,987
http://statistics.gov.scot/id/statistical-geography/S01013089,Bridge of Allan and University - 07,773
http://statistics.gov.scot/id/statistical-geography/S01011881,Bridge of Earn and Abernethy - 01,933
http://statistics.gov.scot/id/statistical-geography/S01011882,Bridge of Earn and Abernethy - 02,911
http://statistics.gov.scot/id/statistical-geography/S01011883,Bridge of Earn and Abernethy - 03,1386
http://statistics.gov.scot/id/statistical-geography/S01011884,Bridge of Earn and Abernethy - 04,456
http://statistics.gov.scot/id/statistical-geography/S01011885,Bridge of Earn and Abernethy - 05,724
http://statistics.gov.scot/id/statistical-geography/S01011886,Bridge of Earn and Abernethy - 06,838
http://statistics.gov.scot/id/statistical-geography/S01012237,Bridge of Weir - 01,764
http://statistics.gov.scot/id/statistical-geography/S01012238,Bridge of Weir - 02,561
http://statistics.gov.scot/id/statistical-geography/S01012239,Bridge of Weir - 03,573
http://statistics.gov.scot/id/statistical-geography/S01012240,Bridge of Weir - 04,837
http://statistics.gov.scot/id/statistical-geography/S01012241,Bridge of Weir - 05,561
http://statistics.gov.scot/id/statistical-geography/S01012242,Bridge of Weir - 06,802
http://statistics.gov.scot/id/statistical-geography/S01012243,Bridge of Weir - 07,720
http://statistics.gov.scot/id/statistical-geography/S01010042,Bridgeton - 01,1457
http://statistics.gov.scot/id/statistical-geography/S01010043,Bridgeton - 02,761
http://statistics.gov.scot/id/statistical-geography/S01010044,Bridgeton - 03,1215
http://statistics.gov.scot/id/statistical-geography/S01010045,Bridgeton - 04,621
http://statistics.gov.scot/id/statistical-geography/S01009194,Brightons and Wallacestone - 01,770
http://statistics.gov.scot/id/statistical-geography/S01009195,Brightons and Wallacestone - 02,862
http://statistics.gov.scot/id/statistical-geography/S01009196,Brightons and Wallacestone - 03,691
http://statistics.gov.scot/id/statistical-geography/S01009197,Brightons and Wallacestone - 04,1135
http://statistics.gov.scot/id/statistical-geography/S01009198,Brightons and Wallacestone - 05,700
http://statistics.gov.scot/id/statistical-geography/S01009034,Broadbay - 01,725
http://statistics.gov.scot/id/statistical-geography/S01009035,Broadbay - 02,912
http://statistics.gov.scot/id/statistical-geography/S01009036,Broadbay - 03,1072
http://statistics.gov.scot/id/statistical-geography/S01009037,Broadbay - 04,911
http://statistics.gov.scot/id/statistical-geography/S01009649,Broom North,981
http://statistics.gov.scot/id/statistical-geography/S01009648,Broom South,855
http://statistics.gov.scot/id/statistical-geography/S01009301,Broomhead,1090
http://statistics.gov.scot/id/statistical-geography/S01010415,Broomhill - 01,1060
http://statistics.gov.scot/id/statistical-geography/S01010416,Broomhill - 02,755
http://statistics.gov.scot/id/statistical-geography/S01010417,Broomhill - 03,617
http://statistics.gov.scot/id/statistical-geography/S01010418,Broomhill - 04,1148
http://statistics.gov.scot/id/statistical-geography/S01010419,Broomhill - 05,1007
http://statistics.gov.scot/id/statistical-geography/S01008468,Broomhouse and Bankhead - 01,599
http://statistics.gov.scot/id/statistical-geography/S01008469,Broomhouse and Bankhead - 02,650
http://statistics.gov.scot/id/statistical-geography/S01008470,Broomhouse and Bankhead - 03,900
http://statistics.gov.scot/id/statistical-geography/S01008471,Broomhouse and Bankhead - 04,871
http://statistics.gov.scot/id/statistical-geography/S01008472,Broomhouse and Bankhead - 05,710
http://statistics.gov.scot/id/statistical-geography/S01013047,Broomridge - 01,898
http://statistics.gov.scot/id/statistical-geography/S01013048,Broomridge - 02,768
http://statistics.gov.scot/id/statistical-geography/S01013049,Broomridge - 03,751
http://statistics.gov.scot/id/statistical-geography/S01013050,Broomridge - 04,732
http://statistics.gov.scot/id/statistical-geography/S01013051,Broomridge - 05,859
http://statistics.gov.scot/id/statistical-geography/S01013052,Broomridge - 06,719
http://statistics.gov.scot/id/statistical-geography/S01013053,Broomridge - 07,595
http://statistics.gov.scot/id/statistical-geography/S01008836,Broughton North and Powderhall - 01,679
http://statistics.gov.scot/id/statistical-geography/S01008837,Broughton North and Powderhall - 02,1273
http://statistics.gov.scot/id/statistical-geography/S01008838,Broughton North and Powderhall - 03,1229
http://statistics.gov.scot/id/statistical-geography/S01008839,Broughton North and Powderhall - 04,1093
http://statistics.gov.scot/id/statistical-geography/S01008840,Broughton South - 01,1119
http://statistics.gov.scot/id/statistical-geography/S01008841,Broughton South - 02,745
http://statistics.gov.scot/id/statistical-geography/S01008842,Broughton South - 03,1050
http://statistics.gov.scot/id/statistical-geography/S01008843,Broughton South - 04,1085
http://statistics.gov.scot/id/statistical-geography/S01008844,Broughton South - 05,730
http://statistics.gov.scot/id/statistical-geography/S01012249,Broughton and Upper Tweed,796
http://statistics.gov.scot/id/statistical-geography/S01007763,Broughty Ferry East - 01,600
http://statistics.gov.scot/id/statistical-geography/S01007764,Broughty Ferry East - 02,704
http://statistics.gov.scot/id/statistical-geography/S01007765,Broughty Ferry East - 03,674
http://statistics.gov.scot/id/statistical-geography/S01007766,Broughty Ferry East - 04,868
http://statistics.gov.scot/id/statistical-geography/S01007767,Broughty Ferry East - 05,890
http://statistics.gov.scot/id/statistical-geography/S01007757,Broughty Ferry West - 01,818
http://statistics.gov.scot/id/statistical-geography/S01007758,Broughty Ferry West - 02,952
http://statistics.gov.scot/id/statistical-geography/S01007759,Broughty Ferry West - 03,961
http://statistics.gov.scot/id/statistical-geography/S01007760,Broughty Ferry West - 04,650
http://statistics.gov.scot/id/statistical-geography/S01007761,Broughty Ferry West - 05,916
http://statistics.gov.scot/id/statistical-geography/S01007762,Broughty Ferry West - 06,849
http://statistics.gov.scot/id/statistical-geography/S01013478,Broxburn East - 01,836
http://statistics.gov.scot/id/statistical-geography/S01013479,Broxburn East - 02,792
http://statistics.gov.scot/id/statistical-geography/S01013480,Broxburn East - 03,703
http://statistics.gov.scot/id/statistical-geography/S01013481,Broxburn East - 04,558
http://statistics.gov.scot/id/statistical-geography/S01013459,Broxburn Kirkhill - 01,853
http://statistics.gov.scot/id/statistical-geography/S01013460,Broxburn Kirkhill - 02,793
http://statistics.gov.scot/id/statistical-geography/S01013461,Broxburn Kirkhill - 03,1131
http://statistics.gov.scot/id/statistical-geography/S01013462,Broxburn Kirkhill - 04,824
http://statistics.gov.scot/id/statistical-geography/S01013463,Broxburn Kirkhill - 05,762
http://statistics.gov.scot/id/statistical-geography/S01013472,Broxburn South - 01,747
http://statistics.gov.scot/id/statistical-geography/S01013473,Broxburn South - 02,719
http://statistics.gov.scot/id/statistical-geography/S01013474,Broxburn South - 03,629
http://statistics.gov.scot/id/statistical-geography/S01013475,Broxburn South - 04,588
http://statistics.gov.scot/id/statistical-geography/S01013476,Broxburn South - 05,573
http://statistics.gov.scot/id/statistical-geography/S01013477,Broxburn South - 06,610
http://statistics.gov.scot/id/statistical-geography/S01009314,Brucefield North,631
http://statistics.gov.scot/id/statistical-geography/S01009315,Brucefield South,628
http://statistics.gov.scot/id/statistical-geography/S01009313,Brucefield South West,577
http://statistics.gov.scot/id/statistical-geography/S01009312,Brucefield West,683
http://statistics.gov.scot/id/statistical-geography/S01008638,Bruntsfield - 01,833
http://statistics.gov.scot/id/statistical-geography/S01008639,Bruntsfield - 02,932
http://statistics.gov.scot/id/statistical-geography/S01008640,Bruntsfield - 03,810
http://statistics.gov.scot/id/statistical-geography/S01008641,Bruntsfield - 04,953
http://statistics.gov.scot/id/statistical-geography/S01008642,Bruntsfield - 05,950
http://statistics.gov.scot/id/statistical-geography/S01008643,Bruntsfield - 06,781
http://statistics.gov.scot/id/statistical-geography/S01008644,Bruntsfield - 07,819
http://statistics.gov.scot/id/statistical-geography/S01009624,Buckhaven Birds,823
http://statistics.gov.scot/id/statistical-geography/S01009621,Buckhaven Central,762
http://statistics.gov.scot/id/statistical-geography/S01009620,Buckhaven North,770
http://statistics.gov.scot/id/statistical-geography/S01009623,Buckhaven North West and Muiredge,430
http://statistics.gov.scot/id/statistical-geography/S01009622,Buckhaven South,602
http://statistics.gov.scot/id/statistical-geography/S01011073,Buckie Central East - 01,680
http://statistics.gov.scot/id/statistical-geography/S01011074,Buckie Central East - 02,621
